1,1,1,2.000000
1,1,2,1.000000
1,1,3,1.000000
1,1,4,2.000000
1,2,1,5.000000
1,2,2,1.000000
1,2,3,1.000000
1,2,4,1.000000
1,3,1,3.000000
1,3,2,2.000000
1,3,3,1.000000
1,3,4,1.000000
1,4,1,4.000000
1,4,2,1.000000
1,4,3,1.000000
1,4,4,1.000000
1,5,1,1.000000
1,5,2,2.000000
1,5,3,1.000000
1,5,4,3.000000
1,6,1,1.000000
1,6,2,2.000000
1,6,3,1.000000
1,6,4,3.000000
1,7,1,1.000000
1,7,2,2.000000
1,7,3,1.000000
1,7,4,2.000000
1,8,1,1.000000
1,8,2,1.000000
1,8,3,2.000000
1,8,4,2.000000
1,9,1,1.000000
1,9,2,1.000000
1,9,3,2.000000
1,9,4,2.000000
1,10,1,2.000000
1,10,2,1.000000
1,10,3,2.000000
1,10,4,1.000000
1,11,1,1.000000
1,11,2,1.000000
1,11,3,2.000000
1,11,4,4.000000
1,12,1,4.000000
1,12,2,1.000000
1,12,3,2.000000
1,12,4,1.000000
1,13,1,3.000000
1,13,2,1.000000
1,13,3,2.000000
1,13,4,1.000000
1,14,1,2.000000
1,14,2,1.000000
1,14,3,2.000000
1,14,4,1.000000
1,15,1,1.000000
1,15,2,1.000000
1,15,3,2.000000
1,15,4,2.000000
1,16,1,2.000000
1,16,2,1.000000
1,16,3,1.000000
1,16,4,2.000000
1,17,1,2.000000
1,17,2,1.000000
1,17,3,1.000000
1,17,4,2.000000
1,18,1,2.000000
1,18,2,1.000000
1,18,3,1.000000
1,18,4,2.000000
1,19,1,1.000000
1,19,2,1.000000
1,19,3,1.000000
1,19,4,4.000000
1,20,1,1.000000
1,20,2,1.000000
1,20,3,1.000000
1,20,4,4.000000
1,21,1,1.000000
1,21,2,1.000000
1,21,3,1.000000
1,21,4,3.000000
1,22,1,1.000000
1,22,2,1.000000
1,22,3,1.000000
1,22,4,3.000000
1,23,1,1.000000
1,23,2,1.000000
1,23,3,1.000000
1,23,4,3.000000
1,24,1,1.000000
1,24,2,1.000000
1,24,3,1.000000
1,24,4,3.000000
1,25,1,1.000000
1,25,2,1.000000
1,25,3,1.000000
1,25,4,3.000000
1,26,1,1.000000
1,26,2,1.000000
1,26,3,1.000000
1,26,4,3.000000
1,27,1,1.000000
1,27,2,1.000000
1,27,3,1.000000
1,27,4,3.000000
1,28,1,1.000000
1,28,2,1.000000
1,28,3,1.000000
1,28,4,3.000000
1,29,1,1.000000
1,29,2,1.000000
1,29,3,2.000000
1,29,4,2.000000
1,30,1,1.000000
1,30,2,1.000000
1,30,3,1.000000
1,30,4,3.000000
1,31,1,1.000000
1,31,2,1.000000
1,31,3,1.000000
1,31,4,3.000000
1,32,1,1.000000
1,32,2,1.000000
1,32,3,1.000000
1,32,4,3.000000
2,1,1,1.000000
2,1,2,1.000000
2,1,3,1.000000
2,1,4,2.000000
2,2,1,4.000000
2,2,2,1.000000
2,2,3,1.000000
2,2,4,1.000000
2,3,1,7.000000
2,3,2,1.000000
2,3,3,1.000000
2,3,4,1.000000
2,4,1,1.000000
2,4,2,1.000000
2,4,3,1.000000
2,4,4,1.000000
2,5,1,1.000000
2,5,2,1.000000
2,5,3,1.000000
2,5,4,5.000000
2,6,1,1.000000
2,6,2,1.000000
2,6,3,1.000000
2,6,4,5.000000
2,7,1,1.000000
2,7,2,1.000000
2,7,3,1.000000
2,7,4,2.000000
2,8,1,1.000000
2,8,2,1.000000
2,8,3,1.000000
2,8,4,4.000000
2,9,1,1.000000
2,9,2,1.000000
2,9,3,1.000000
2,9,4,4.000000
2,10,1,2.000000
2,10,2,1.000000
2,10,3,1.000000
2,10,4,1.000000
2,11,1,4.000000
2,11,2,1.000000
2,11,3,1.000000
2,11,4,1.000000
2,12,1,1.000000
2,12,2,1.000000
2,12,3,1.000000
2,12,4,4.000000
2,13,1,1.000000
2,13,2,1.000000
2,13,3,1.000000
2,13,4,2.000000
2,14,1,1.000000
2,14,2,1.000000
2,14,3,1.000000
2,14,4,1.000000
2,15,1,1.000000
2,15,2,1.000000
2,15,3,1.000000
2,15,4,1.000000
2,16,1,1.000000
2,16,2,1.000000
2,16,3,1.000000
2,16,4,1.000000
2,17,1,1.000000
2,17,2,1.000000
2,17,3,1.000000
2,17,4,1.000000
2,18,1,1.000000
2,18,2,1.000000
2,18,3,1.000000
2,18,4,1.000000
2,19,1,1.000000
2,19,2,1.000000
2,19,3,1.000000
2,19,4,1.000000
2,20,1,1.000000
2,20,2,1.000000
2,20,3,1.000000
2,20,4,1.000000
2,21,1,1.000000
2,21,2,1.000000
2,21,3,1.000000
2,21,4,1.000000
2,22,1,1.000000
2,22,2,1.000000
2,22,3,1.000000
2,22,4,1.000000
2,23,1,1.000000
2,23,2,1.000000
2,23,3,1.000000
2,23,4,1.000000
2,24,1,1.000000
2,24,2,1.000000
2,24,3,1.000000
2,24,4,1.000000
2,25,1,1.000000
2,25,2,1.000000
2,25,3,1.000000
2,25,4,1.000000
2,26,1,1.000000
2,26,2,1.000000
2,26,3,1.000000
2,26,4,1.000000
2,27,1,1.000000
2,27,2,1.000000
2,27,3,1.000000
2,27,4,1.000000
2,28,1,1.000000
2,28,2,1.000000
2,28,3,1.000000
2,28,4,1.000000
2,29,1,1.000000
2,29,2,1.000000
2,29,3,1.000000
2,29,4,1.000000
2,30,1,1.000000
2,30,2,1.000000
2,30,3,1.000000
2,30,4,1.000000
2,31,1,1.000000
2,31,2,1.000000
2,31,3,1.000000
2,31,4,1.000000
2,32,1,1.000000
2,32,2,1.000000
2,32,3,1.000000
2,32,4,1.000000
3,1,1,1.000000
3,1,2,1.000000
3,1,3,1.000000
3,1,4,3.000000
3,2,1,1.000000
3,2,2,1.000000
3,2,3,1.000000
3,2,4,3.000000
3,3,1,1.000000
3,3,2,1.000000
3,3,3,1.000000
3,3,4,4.000000
3,4,1,2.000000
3,4,2,1.000000
3,4,3,1.000000
3,4,4,1.000000
3,5,1,4.000000
3,5,2,1.000000
3,5,3,1.000000
3,5,4,1.000000
3,6,1,3.000000
3,6,2,1.000000
3,6,3,1.000000
3,6,4,1.000000
3,7,1,1.000000
3,7,2,1.000000
3,7,3,1.000000
3,7,4,3.000000
3,8,1,3.000000
3,8,2,1.000000
3,8,3,1.000000
3,8,4,1.000000
3,9,1,3.000000
3,9,2,1.000000
3,9,3,1.000000
3,9,4,1.000000
3,10,1,2.000000
3,10,2,1.000000
3,10,3,1.000000
3,10,4,1.000000
3,11,1,2.000000
3,11,2,1.000000
3,11,3,1.000000
3,11,4,1.000000
3,12,1,1.000000
3,12,2,1.000000
3,12,3,1.000000
3,12,4,3.000000
3,13,1,1.000000
3,13,2,1.000000
3,13,3,1.000000
3,13,4,2.000000
3,14,1,1.000000
3,14,2,1.000000
3,14,3,1.000000
3,14,4,2.000000
3,15,1,1.000000
3,15,2,2.000000
3,15,3,1.000000
3,15,4,1.000000
3,16,1,1.000000
3,16,2,1.000000
3,16,3,1.000000
3,16,4,2.000000
3,17,1,1.000000
3,17,2,1.000000
3,17,3,2.000000
3,17,4,1.000000
3,18,1,1.000000
3,18,2,1.000000
3,18,3,1.000000
3,18,4,2.000000
3,19,1,1.000000
3,19,2,1.000000
3,19,3,1.000000
3,19,4,2.000000
3,20,1,1.000000
3,20,2,1.000000
3,20,3,1.000000
3,20,4,2.000000
3,21,1,1.000000
3,21,2,1.000000
3,21,3,1.000000
3,21,4,2.000000
3,22,1,1.000000
3,22,2,1.000000
3,22,3,1.000000
3,22,4,2.000000
3,23,1,1.000000
3,23,2,1.000000
3,23,3,1.000000
3,23,4,2.000000
3,24,1,1.000000
3,24,2,1.000000
3,24,3,1.000000
3,24,4,2.000000
3,25,1,1.000000
3,25,2,1.000000
3,25,3,1.000000
3,25,4,2.000000
3,26,1,1.000000
3,26,2,1.000000
3,26,3,1.000000
3,26,4,2.000000
3,27,1,1.000000
3,27,2,1.000000
3,27,3,1.000000
3,27,4,2.000000
3,28,1,1.000000
3,28,2,1.000000
3,28,3,1.000000
3,28,4,2.000000
3,29,1,1.000000
3,29,2,1.000000
3,29,3,2.000000
3,29,4,1.000000
3,30,1,1.000000
3,30,2,1.000000
3,30,3,1.000000
3,30,4,2.000000
3,31,1,1.000000
3,31,2,1.000000
3,31,3,1.000000
3,31,4,2.000000
3,32,1,1.000000
3,32,2,1.000000
3,32,3,1.000000
3,32,4,2.000000
4,1,1,1.000000
4,1,2,1.000000
4,1,3,1.000000
4,1,4,2.000000
4,2,1,1.000000
4,2,2,1.000000
4,2,3,1.000000
4,2,4,4.000000
4,3,1,5.000000
4,3,2,1.000000
4,3,3,1.000000
4,3,4,1.000000
4,4,1,2.000000
4,4,2,1.000000
4,4,3,1.000000
4,4,4,1.000000
4,5,1,1.000000
4,5,2,1.000000
4,5,3,1.000000
4,5,4,3.000000
4,6,1,1.000000
4,6,2,1.000000
4,6,3,1.000000
4,6,4,3.000000
4,7,1,1.000000
4,7,2,1.000000
4,7,3,1.000000
4,7,4,2.000000
4,8,1,1.000000
4,8,2,1.000000
4,8,3,1.000000
4,8,4,4.000000
4,9,1,1.000000
4,9,2,1.000000
4,9,3,1.000000
4,9,4,4.000000
4,10,1,2.000000
4,10,2,1.000000
4,10,3,1.000000
4,10,4,1.000000
4,11,1,1.000000
4,11,2,1.000000
4,11,3,1.000000
4,11,4,4.000000
4,12,1,1.000000
4,12,2,4.000000
4,12,3,1.000000
4,12,4,1.000000
4,13,1,1.000000
4,13,2,1.000000
4,13,3,1.000000
4,13,4,3.000000
4,14,1,1.000000
4,14,2,1.000000
4,14,3,1.000000
4,14,4,2.000000
4,15,1,1.000000
4,15,2,2.000000
4,15,3,1.000000
4,15,4,1.000000
4,16,1,1.000000
4,16,2,1.000000
4,16,3,1.000000
4,16,4,1.000000
4,17,1,1.000000
4,17,2,1.000000
4,17,3,1.000000
4,17,4,1.000000
4,18,1,1.000000
4,18,2,1.000000
4,18,3,1.000000
4,18,4,1.000000
4,19,1,1.000000
4,19,2,1.000000
4,19,3,1.000000
4,19,4,1.000000
4,20,1,1.000000
4,20,2,1.000000
4,20,3,1.000000
4,20,4,1.000000
4,21,1,1.000000
4,21,2,1.000000
4,21,3,1.000000
4,21,4,1.000000
4,22,1,1.000000
4,22,2,1.000000
4,22,3,1.000000
4,22,4,1.000000
4,23,1,1.000000
4,23,2,1.000000
4,23,3,1.000000
4,23,4,1.000000
4,24,1,1.000000
4,24,2,1.000000
4,24,3,1.000000
4,24,4,1.000000
4,25,1,1.000000
4,25,2,1.000000
4,25,3,1.000000
4,25,4,1.000000
4,26,1,1.000000
4,26,2,1.000000
4,26,3,1.000000
4,26,4,1.000000
4,27,1,1.000000
4,27,2,1.000000
4,27,3,1.000000
4,27,4,1.000000
4,28,1,1.000000
4,28,2,1.000000
4,28,3,1.000000
4,28,4,1.000000
4,29,1,1.000000
4,29,2,1.000000
4,29,3,1.000000
4,29,4,1.000000
4,30,1,1.000000
4,30,2,1.000000
4,30,3,1.000000
4,30,4,1.000000
4,31,1,1.000000
4,31,2,1.000000
4,31,3,1.000000
4,31,4,1.000000
4,32,1,1.000000
4,32,2,1.000000
4,32,3,1.000000
4,32,4,1.000000
